application_id,application_month,age,employment_years,annual_income,loan_amount,term_months,interest_rate,debt_to_income,credit_score,n_open_accounts,n_delinq_2yr,home_ownership,purpose,employment_type,region,channel,prior_customer,collections_flag,default
APP008225,2024-04,43,5.1,19300.0,13500.0,24,15.87,0.4162,560.0,6,0,own,major_purchase,salaried,south,partner,False,0,0
APP008226,2023-01,40,5.5,,6700.0,36,14.26,0.3381,680.0,4,0,rent,debt_consolidation,self_employed,west,digital,True,0,0
APP008227,2024-06,25,,18800.0,4700.0,48,15.3,0.346,582.0,5,0,mortgage,small_business,self_employed,west,digital,True,0,0
APP008228,2024-09,54,6.2,19100.0,16500.0,36,15.41,0.5081,646.0,8,0,rent,other,salaried,midwest,broker,False,0,0
APP008229,2024-10,42,28.7,52300.0,30900.0,60,14.44,0.2352,783.0,7,0,rent,major_purchase,salaried,midwest,digital,True,0,0
APP008230,2024-11,28,4.1,19400.0,4200.0,36,14.37,0.0831,621.0,3,0,own,auto,self_employed,northeast,digital,False,0,0
APP008231,2024-01,24,2.9,10100.0,3800.0,36,15.13,0.2406,646.0,3,0,rent,auto,self_employed,west,partner,True,1,1
APP008232,2023-06,50,23.6,28200.0,16200.0,36,15.4,0.2782,579.0,4,0,rent,debt_consolidation,salaried,south,partner,False,0,0
APP008233,2024-11,39,1.1,17600.0,18700.0,24,17.16,0.6205,579.0,7,0,mortgage,medical,salaried,south,digital,False,0,0
APP008234,2023-06,67,17.0,32800.0,40100.0,24,16.23,0.7477,647.0,6,0,mortgage,debt_consolidation,salaried,south,digital,True,0,0
APP008235,2022-11,58,,36500.0,20600.0,36,15.81,0.2684,635.0,8,0,mortgage,other,salaried,south,broker,True,1,1
APP008236,2023-11,37,,41500.0,7500.0,36,14.21,0.3743,657.0,3,0,mortgage,other,self_employed,northeast,digital,True,0,0
APP008237,2022-09,60,7.5,43900.0,27700.0,36,15.58,0.487,684.0,7,0,mortgage,home_improvement,contract,south,digital,True,1,0
APP008238,2024-05,39,,39100.0,3700.0,24,14.09,0.2031,718.0,3,0,mortgage,debt_consolidation,self_employed,northeast,branch,False,0,0
APP008239,2023-07,30,2.5,11400.0,5700.0,24,15.1,0.3664,,1,0,rent,debt_consolidation,salaried,south,digital,False,0,0
APP008240,2024-11,74,18.1,60600.0,78800.0,24,15.88,0.7923,667.0,8,0,mortgage,debt_consolidation,salaried,midwest,digital,False,0,0
APP008241,2024-07,40,,31800.0,1000.0,48,14.09,0.1477,716.0,3,0,rent,debt_consolidation,self_employed,south,broker,False,0,0
APP008242,2024-10,46,6.2,45100.0,18100.0,24,14.34,0.3768,678.0,3,0,rent,debt_consolidation,salaried,south,digital,True,0,0
APP008243,2022-08,48,4.6,21800.0,5200.0,60,16.99,0.4358,622.0,6,0,mortgage,debt_consolidation,contract,south,branch,False,0,0
APP008244,2022-08,42,16.6,65300.0,24300.0,24,15.53,0.3833,625.0,3,0,mortgage,debt_consolidation,contract,south,digital,False,0,0
APP008245,2024-12,27,2.6,13000.0,7900.0,36,14.41,0.2973,675.0,5,0,mortgage,debt_consolidation,unemployed,northeast,digital,False,0,0
APP008246,2023-06,24,2.6,27700.0,13800.0,24,14.57,0.3035,632.0,2,0,rent,debt_consolidation,salaried,northeast,branch,False,0,0
APP008247,2024-12,46,2.7,41500.0,27400.0,48,13.85,0.2154,635.0,9,0,mortgage,medical,salaried,midwest,digital,False,0,0
APP008248,2022-05,29,1.4,18900.0,13100.0,36,17.18,0.3704,592.0,5,0,rent,medical,salaried,midwest,broker,False,0,0
APP008249,2022-11,35,6.5,17700.0,3900.0,60,15.98,0.2408,624.0,5,0,mortgage,debt_consolidation,contract,south,broker,False,0,0
APP008250,2022-06,25,2.3,19400.0,7800.0,60,15.01,0.2754,725.0,4,0,rent,major_purchase,salaried,northeast,digital,False,0,0
APP008251,2022-02,40,13.9,88500.0,15500.0,36,13.38,0.1888,,4,0,mortgage,small_business,salaried,northeast,digital,False,0,0
APP008252,2024-05,22,,17300.0,2700.0,48,15.45,0.2629,602.0,6,0,own,small_business,self_employed,northeast,broker,True,0,0
APP008253,2022-08,25,6.3,23000.0,5100.0,48,14.78,0.3622,,3,0,mortgage,debt_consolidation,salaried,south,broker,False,0,0
APP008254,2023-04,47,0.9,32300.0,12100.0,24,13.3,0.2167,650.0,8,0,own,auto,salaried,south,partner,True,0,0
APP008255,2024-08,39,10.4,51900.0,31300.0,36,13.81,0.3137,725.0,5,0,mortgage,debt_consolidation,salaried,west,branch,True,0,0
APP008256,2023-05,28,,37100.0,13500.0,48,15.72,0.3811,654.0,6,0,mortgage,debt_consolidation,self_employed,south,partner,False,0,0
APP008257,2024-08,52,0.4,24000.0,9300.0,24,13.66,0.337,684.0,7,0,rent,debt_consolidation,salaried,west,broker,True,0,0
APP008258,2024-03,19,7.8,17000.0,10400.0,60,16.02,0.2944,552.0,5,0,rent,debt_consolidation,salaried,west,digital,False,0,0
APP008259,2024-10,30,,24700.0,12500.0,36,15.18,0.2793,600.0,3,0,rent,major_purchase,self_employed,midwest,digital,False,0,0
APP008260,2024-01,32,16.6,38400.0,37500.0,36,15.64,0.6969,689.0,8,0,own,home_improvement,salaried,northeast,digital,False,0,0
APP008261,2023-07,42,3.1,8900.0,2800.0,12,13.99,0.3991,661.0,4,0,rent,medical,unemployed,south,branch,True,0,0
APP008262,2023-10,46,,58500.0,31000.0,36,14.42,0.3148,663.0,4,0,mortgage,debt_consolidation,self_employed,south,digital,False,0,0
APP008263,2023-08,33,2.6,21600.0,1800.0,48,16.74,0.3594,580.0,4,0,rent,auto,contract,south,branch,False,0,0
APP008264,2022-02,41,4.0,46500.0,38400.0,24,16.52,0.5864,593.0,0,0,mortgage,debt_consolidation,salaried,midwest,digital,False,0,0
APP008265,2024-05,43,2.0,29500.0,20400.0,60,12.61,0.2244,666.0,10,0,mortgage,auto,salaried,midwest,digital,False,0,0
APP008266,2024-01,38,,48800.0,16400.0,36,11.97,0.1687,709.0,3,0,mortgage,debt_consolidation,self_employed,south,digital,False,0,0
APP008267,2023-05,51,5.2,38500.0,5600.0,48,11.72,0.1018,731.0,7,0,rent,debt_consolidation,salaried,northeast,digital,True,0,0
APP008268,2024-10,60,16.5,40000.0,11300.0,60,13.68,0.1344,743.0,13,0,mortgage,debt_consolidation,contract,northeast,digital,False,0,0
APP008269,2023-10,44,4.2,37300.0,5500.0,48,14.38,0.1201,687.0,7,0,rent,major_purchase,salaried,south,digital,False,0,0
APP008270,2024-07,38,,19300.0,2500.0,24,12.74,0.131,685.0,2,0,rent,other,self_employed,south,broker,False,0,0
APP008271,2024-10,32,5.2,14400.0,11500.0,60,13.65,0.3592,671.0,6,0,own,debt_consolidation,retired,south,digital,False,0,0
APP008272,2023-07,31,9.4,58200.0,21400.0,60,14.12,0.2671,736.0,10,0,rent,major_purchase,salaried,northeast,digital,False,0,0
APP008273,2024-11,30,2.4,33100.0,28600.0,48,17.7,0.6398,,4,0,rent,debt_consolidation,salaried,south,branch,True,0,0
APP008274,2024-01,28,3.4,19800.0,12500.0,24,15.07,0.5706,666.0,4,0,own,debt_consolidation,salaried,west,digital,True,0,0
APP008275,2023-12,44,3.6,14000.0,5300.0,24,14.55,0.4546,655.0,2,0,rent,auto,salaried,west,digital,False,0,0
APP008276,2024-09,32,3.7,51400.0,19200.0,36,14.52,0.1841,657.0,3,0,rent,small_business,salaried,midwest,broker,False,0,0
APP008277,2022-08,56,2.5,64000.0,19000.0,24,14.76,0.4013,699.0,4,0,own,auto,salaried,midwest,digital,True,0,0
APP008278,2024-10,40,3.9,31100.0,12400.0,36,15.52,0.168,548.0,3,1,rent,debt_consolidation,self_employed,midwest,broker,True,1,1
APP008279,2022-06,38,12.8,41500.0,9600.0,36,13.42,0.2646,607.0,6,1,mortgage,other,salaried,northeast,broker,False,0,1
APP008280,2023-10,41,3.0,67400.0,46600.0,36,15.94,0.4431,,1,0,rent,debt_consolidation,salaried,south,branch,False,0,0
APP008281,2024-11,19,7.1,12000.0,2600.0,36,14.08,0.1785,617.0,3,0,rent,medical,salaried,west,digital,False,0,0
APP008282,2024-10,24,,19000.0,8000.0,12,16.91,0.5911,570.0,3,0,rent,home_improvement,self_employed,midwest,branch,False,0,0
APP008283,2024-09,36,8.6,40000.0,11800.0,12,15.64,0.6845,576.0,7,0,own,home_improvement,salaried,south,digital,False,0,1
APP008284,2024-06,36,5.8,36700.0,7900.0,24,12.26,0.3451,726.0,5,0,mortgage,small_business,salaried,midwest,digital,True,0,0
APP008285,2023-08,26,7.9,16500.0,5400.0,24,14.19,0.2865,672.0,5,0,rent,home_improvement,contract,west,partner,True,0,0
APP008286,2024-10,54,6.5,31000.0,17600.0,36,13.63,0.2224,653.0,6,0,rent,auto,salaried,south,digital,False,0,0
APP008287,2024-09,37,4.3,34900.0,14200.0,48,14.79,0.3975,688.0,4,0,own,auto,salaried,midwest,digital,False,0,0
APP008288,2023-08,23,1.5,6700.0,1900.0,60,16.09,0.1757,658.0,3,0,rent,major_purchase,unemployed,south,digital,False,0,0
APP008289,2022-04,62,9.7,55500.0,7500.0,36,14.22,0.2691,651.0,5,0,mortgage,debt_consolidation,salaried,south,partner,False,1,1
APP008290,2024-06,23,,38700.0,24000.0,24,16.31,0.5289,590.0,3,0,rent,home_improvement,salaried,northeast,partner,False,1,1
APP008291,2023-07,21,2.0,13700.0,1000.0,36,13.94,0.1173,,4,0,rent,auto,salaried,northeast,digital,True,0,0
APP008292,2024-03,28,5.0,8200.0,2700.0,48,14.36,0.2265,689.0,1,0,rent,home_improvement,salaried,south,broker,False,0,0
APP008293,2022-04,47,,31400.0,24900.0,36,16.43,0.3446,582.0,4,0,rent,debt_consolidation,self_employed,south,digital,False,0,0
APP008294,2023-04,36,15.7,41300.0,26300.0,36,13.26,0.3391,697.0,3,0,mortgage,debt_consolidation,salaried,south,broker,True,0,0
APP008295,2024-12,29,3.0,21600.0,1400.0,24,12.88,0.0785,690.0,10,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP008296,2023-11,85,30.8,49100.0,39100.0,36,11.49,0.4248,733.0,3,0,mortgage,small_business,salaried,south,branch,True,0,0
APP008297,2023-09,41,9.0,85400.0,11500.0,24,15.94,0.5182,,5,0,mortgage,debt_consolidation,salaried,south,partner,False,0,0
APP008298,2024-01,28,1.1,20300.0,4300.0,24,15.01,0.2122,718.0,6,0,mortgage,debt_consolidation,salaried,south,broker,True,0,0
APP008299,2024-04,74,11.7,44000.0,28200.0,60,12.69,0.2098,731.0,7,0,rent,medical,salaried,south,broker,False,0,0
APP008300,2024-03,39,4.7,28100.0,4300.0,36,12.38,0.2771,726.0,4,0,own,major_purchase,salaried,midwest,branch,True,1,0
APP008301,2024-12,21,1.6,30200.0,5600.0,60,15.71,0.4298,,2,0,rent,other,salaried,south,partner,False,0,0
APP008302,2024-10,37,3.6,23600.0,9600.0,60,13.62,0.1915,724.0,4,0,rent,auto,contract,south,digital,True,0,0
APP008303,2024-10,30,0.8,9200.0,2200.0,24,14.51,0.4172,673.0,2,0,own,debt_consolidation,unemployed,west,branch,False,0,0
APP008304,2024-10,35,2.5,17600.0,12800.0,12,17.69,1.0206,558.0,5,0,rent,other,salaried,south,branch,False,1,1
APP008305,2022-05,57,19.1,45800.0,10300.0,48,14.11,0.3378,735.0,6,0,own,other,contract,west,branch,False,0,0
APP008306,2024-02,49,6.3,61400.0,48300.0,48,14.1,0.3622,732.0,7,0,own,other,contract,midwest,broker,True,0,0
APP008307,2024-05,58,9.4,52200.0,1800.0,48,14.04,0.0578,723.0,3,0,rent,debt_consolidation,salaried,south,digital,True,0,0
APP008308,2023-02,27,0.1,10300.0,8100.0,36,16.67,0.4097,596.0,6,0,rent,debt_consolidation,contract,south,partner,False,0,0
APP008309,2024-06,38,9.0,43600.0,21100.0,24,14.42,0.311,605.0,8,0,mortgage,other,self_employed,south,digital,True,0,0
APP008310,2023-08,51,1.6,47000.0,24800.0,36,13.82,0.3888,696.0,1,0,mortgage,major_purchase,salaried,midwest,partner,True,0,0
APP008311,2024-02,20,0.2,9900.0,3700.0,12,18.05,0.6753,552.0,6,0,own,debt_consolidation,contract,midwest,branch,True,0,0
APP008312,2022-09,38,9.0,47100.0,1800.0,12,13.84,0.2807,632.0,9,0,mortgage,major_purchase,self_employed,northeast,digital,False,1,0
APP008313,2024-02,33,1.0,84500.0,5200.0,24,13.87,0.4197,636.0,5,0,mortgage,major_purchase,salaried,northeast,digital,False,0,0
APP008314,2023-06,61,8.4,90800.0,27300.0,12,14.74,0.4777,683.0,9,0,own,debt_consolidation,salaried,south,branch,False,0,0
APP008315,2023-06,38,5.2,21300.0,8100.0,12,13.5,0.5167,635.0,3,0,mortgage,medical,salaried,northeast,digital,True,0,0
APP008316,2024-10,41,10.7,39100.0,21600.0,24,15.61,0.4224,670.0,3,0,rent,home_improvement,salaried,west,digital,False,0,0
APP008317,2024-12,48,5.9,134700.0,81000.0,24,14.32,0.7041,657.0,3,0,own,medical,salaried,midwest,digital,True,1,1
APP008318,2022-09,24,3.2,23200.0,27100.0,36,17.09,0.6731,649.0,5,0,own,debt_consolidation,salaried,midwest,broker,True,0,0
APP008319,2022-06,23,5.9,35900.0,29400.0,24,15.69,0.6344,669.0,3,0,rent,home_improvement,salaried,west,broker,False,1,1
APP008320,2024-02,24,8.8,22600.0,9700.0,12,15.46,0.5802,612.0,4,0,rent,debt_consolidation,contract,south,broker,False,0,0
APP008321,2024-03,40,5.8,22700.0,10700.0,12,14.87,0.7481,622.0,4,0,rent,debt_consolidation,salaried,south,branch,True,0,0
APP008322,2022-01,22,,15700.0,6300.0,24,16.15,0.3731,,2,0,rent,home_improvement,self_employed,midwest,broker,False,0,0
APP008323,2022-11,28,3.0,23500.0,6300.0,36,13.57,0.483,688.0,4,0,rent,major_purchase,salaried,west,broker,False,0,0
APP008324,2024-07,37,,38800.0,12600.0,36,14.68,0.2771,648.0,6,0,mortgage,other,contract,south,branch,False,0,0
APP008325,2023-06,27,5.7,38200.0,13000.0,36,15.71,0.3622,561.0,5,0,mortgage,debt_consolidation,salaried,midwest,branch,False,0,0
APP008326,2023-04,67,12.1,46300.0,36700.0,60,15.3,0.3756,637.0,7,0,mortgage,debt_consolidation,contract,south,digital,False,0,0
APP008327,2023-02,30,2.8,20700.0,2100.0,36,14.19,0.1513,684.0,3,0,mortgage,small_business,salaried,northeast,branch,False,0,0
APP008328,2022-07,58,,114500.0,107500.0,36,16.56,0.5853,588.0,12,1,rent,small_business,self_employed,south,branch,True,0,0
APP008329,2023-02,59,2.0,26400.0,8500.0,24,14.8,0.2304,604.0,2,0,mortgage,debt_consolidation,contract,south,digital,False,0,0
APP008330,2024-06,59,9.9,68600.0,13100.0,48,13.03,0.226,735.0,6,0,mortgage,home_improvement,salaried,south,digital,True,0,0
APP008331,2023-06,28,,44500.0,22800.0,36,16.93,0.4045,,3,0,rent,debt_consolidation,self_employed,northeast,digital,True,0,0
APP008332,2022-04,47,4.9,85400.0,51700.0,60,14.89,0.2776,688.0,8,0,rent,debt_consolidation,salaried,south,broker,False,0,0
APP008333,2022-09,35,0.8,10100.0,1000.0,24,15.69,0.1967,594.0,2,0,mortgage,debt_consolidation,unemployed,south,digital,False,0,0
APP008334,2023-07,31,8.5,35100.0,34000.0,36,16.6,0.5694,597.0,5,0,rent,auto,salaried,northeast,branch,True,1,1
APP008335,2022-01,42,3.6,29200.0,14600.0,36,15.16,0.287,675.0,4,0,rent,debt_consolidation,contract,northeast,branch,False,0,0
APP008336,2023-01,37,1.6,34600.0,4900.0,60,16.16,0.2878,576.0,11,0,rent,medical,self_employed,midwest,partner,False,1,1
APP008337,2022-12,39,0.7,21700.0,16100.0,60,14.33,0.2991,678.0,6,0,own,home_improvement,retired,midwest,branch,False,0,0
APP008338,2024-02,28,8.3,12400.0,2600.0,36,14.24,0.1657,620.0,2,0,mortgage,debt_consolidation,contract,midwest,digital,False,0,0
APP008339,2024-06,31,3.8,17600.0,5000.0,12,17.6,0.4802,568.0,7,0,mortgage,auto,salaried,south,digital,False,0,0
APP008340,2023-05,37,4.3,12600.0,3800.0,36,16.0,0.2756,593.0,6,0,own,other,contract,south,branch,False,0,0
APP008341,2024-05,45,2.4,43400.0,26000.0,12,17.05,0.7504,592.0,4,0,mortgage,auto,salaried,south,digital,True,0,0
APP008342,2024-10,47,2.4,36100.0,20300.0,24,14.71,0.4556,623.0,2,0,rent,other,salaried,south,digital,False,0,0
APP008343,2024-07,33,1.6,17600.0,13500.0,48,17.08,0.393,587.0,4,0,mortgage,debt_consolidation,salaried,west,digital,False,0,0
APP008344,2023-01,32,7.4,50900.0,11700.0,48,15.24,0.1094,683.0,3,0,own,medical,salaried,south,digital,False,0,0
APP008345,2023-03,33,2.9,26600.0,19700.0,12,16.61,0.8453,639.0,5,0,rent,debt_consolidation,contract,northeast,digital,False,0,0
APP008346,2024-10,40,,22900.0,6700.0,24,15.86,0.2897,620.0,7,0,mortgage,home_improvement,salaried,south,digital,False,0,0
APP008347,2024-10,24,3.9,31600.0,33000.0,48,15.84,0.5346,,3,0,mortgage,debt_consolidation,contract,south,broker,False,0,0
APP008348,2022-10,31,0.7,39300.0,6300.0,24,14.81,0.2319,626.0,6,0,rent,home_improvement,salaried,west,digital,False,0,0
APP008349,2024-12,40,0.9,18500.0,7600.0,12,16.69,0.5685,625.0,5,0,rent,debt_consolidation,salaried,midwest,branch,True,1,1
APP008350,2024-10,80,5.7,27400.0,9200.0,60,15.15,0.3862,667.0,9,0,mortgage,debt_consolidation,self_employed,midwest,digital,False,0,0
APP008351,2023-02,28,2.3,18000.0,12800.0,36,16.49,0.4343,611.0,3,0,own,home_improvement,salaried,midwest,digital,True,1,0
APP008352,2024-03,64,6.6,61400.0,42600.0,48,15.6,0.5972,691.0,6,0,rent,major_purchase,salaried,midwest,broker,True,0,0
APP008353,2024-03,20,,15700.0,11400.0,48,14.16,0.4339,662.0,4,0,mortgage,debt_consolidation,self_employed,midwest,partner,True,1,1
APP008354,2024-08,35,13.3,19800.0,17200.0,36,13.31,0.438,719.0,4,0,rent,debt_consolidation,salaried,south,branch,True,1,1
APP008355,2023-02,21,6.7,24900.0,6100.0,36,13.51,0.1613,683.0,4,0,mortgage,debt_consolidation,salaried,northeast,digital,True,0,0
APP008356,2023-04,41,4.6,33200.0,13900.0,48,14.92,0.3651,650.0,7,0,mortgage,debt_consolidation,contract,northeast,digital,True,0,0
APP008357,2024-08,43,,33400.0,18700.0,12,14.64,0.6922,674.0,7,0,rent,medical,self_employed,south,broker,True,0,0
APP008358,2022-03,45,7.0,37400.0,4500.0,36,14.46,0.2892,698.0,5,0,mortgage,auto,salaried,west,branch,True,0,0
APP008359,2022-05,43,6.1,57500.0,16700.0,48,14.64,0.355,657.0,2,0,own,major_purchase,self_employed,west,digital,False,0,0
APP008360,2023-01,39,5.3,37000.0,13600.0,48,12.53,0.1772,704.0,4,0,mortgage,home_improvement,salaried,south,branch,True,0,0
APP008361,2023-11,23,,24900.0,21200.0,24,15.5,0.6211,625.0,6,0,rent,debt_consolidation,self_employed,south,digital,False,0,0
APP008362,2024-04,30,1.8,13400.0,4900.0,36,13.19,0.2169,,0,0,mortgage,small_business,salaried,northeast,branch,False,0,0
APP008363,2022-05,51,8.5,23500.0,14200.0,24,14.82,0.3619,571.0,6,0,mortgage,debt_consolidation,retired,south,broker,False,0,0
APP008364,2023-09,40,1.8,27600.0,24600.0,48,14.51,0.3314,,3,0,mortgage,debt_consolidation,salaried,northeast,branch,False,0,0
APP008365,2023-05,51,8.3,30100.0,18800.0,12,16.98,0.7074,598.0,9,0,mortgage,auto,salaried,south,digital,True,1,1
APP008366,2022-04,85,14.5,122700.0,18000.0,60,13.59,0.1593,696.0,7,0,mortgage,home_improvement,salaried,northeast,broker,False,0,0
APP008367,2023-05,28,,47300.0,44000.0,48,14.18,0.3107,663.0,10,0,own,debt_consolidation,self_employed,west,digital,False,0,0
APP008368,2024-12,23,1.3,16000.0,9300.0,36,15.13,0.2701,621.0,1,0,rent,home_improvement,salaried,west,branch,False,0,0
APP008369,2024-09,71,35.9,85700.0,78400.0,60,15.81,0.5172,635.0,7,0,rent,medical,salaried,south,digital,False,0,0
APP008370,2024-12,32,4.4,6400.0,2600.0,60,16.9,0.3872,500.0,2,0,rent,home_improvement,unemployed,midwest,digital,False,0,0
APP008371,2022-01,45,5.7,64300.0,25400.0,48,14.27,0.2762,677.0,3,0,rent,debt_consolidation,salaried,midwest,branch,False,0,0
APP008372,2024-09,41,11.1,25300.0,14000.0,12,18.12,0.6957,542.0,3,0,rent,debt_consolidation,contract,west,digital,False,0,1
APP008373,2023-09,39,,32100.0,19600.0,36,13.9,0.4726,652.0,6,0,own,debt_consolidation,self_employed,midwest,branch,False,0,0
APP008374,2024-05,68,13.7,53900.0,58100.0,48,15.43,0.4432,655.0,9,0,rent,auto,salaried,northeast,broker,False,0,0
APP008375,2024-05,32,,35700.0,23000.0,48,14.54,0.2684,618.0,5,0,rent,home_improvement,self_employed,midwest,broker,False,0,0
APP008376,2024-10,39,,40300.0,36000.0,48,15.79,0.389,655.0,4,0,own,medical,self_employed,south,partner,False,0,0
APP008377,2024-02,37,,78300.0,8600.0,36,13.74,0.238,695.0,1,0,mortgage,major_purchase,self_employed,northeast,branch,False,0,0
APP008378,2024-01,52,,67500.0,8700.0,36,14.39,0.3082,701.0,6,0,rent,debt_consolidation,self_employed,south,broker,True,0,0
APP008379,2024-12,45,0.7,41600.0,24100.0,36,16.51,0.3776,550.0,8,0,mortgage,home_improvement,self_employed,south,digital,False,0,0
APP008380,2024-12,38,5.8,47900.0,2700.0,24,12.43,0.3923,706.0,4,0,rent,other,contract,northeast,digital,True,0,0
APP008381,2022-01,23,0.5,17000.0,8600.0,48,16.53,0.4406,605.0,3,0,mortgage,home_improvement,salaried,south,branch,False,0,0
APP008382,2024-07,27,1.7,25500.0,9900.0,12,17.16,0.6091,,5,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP008383,2022-05,43,16.7,34000.0,12400.0,24,14.98,0.4658,631.0,4,0,mortgage,major_purchase,salaried,south,partner,False,0,0
APP008384,2024-11,45,7.4,25700.0,10500.0,36,15.24,0.4452,595.0,5,0,mortgage,small_business,salaried,south,digital,False,0,0
APP008385,2024-01,19,2.8,8600.0,6000.0,48,13.63,0.3518,,1,0,mortgage,major_purchase,unemployed,south,broker,False,1,0
APP008386,2022-09,27,0.9,22800.0,13200.0,36,18.83,0.6249,,5,0,own,home_improvement,salaried,northeast,branch,False,1,1
APP008387,2023-12,35,4.3,27800.0,3800.0,12,14.9,0.2826,617.0,4,0,mortgage,auto,salaried,midwest,branch,True,0,0
APP008388,2024-01,23,1.7,14700.0,18200.0,48,15.38,0.5562,,3,0,mortgage,debt_consolidation,retired,south,digital,True,0,0
APP008389,2024-10,36,2.1,32400.0,11400.0,48,15.15,0.2007,628.0,4,0,mortgage,medical,salaried,south,digital,True,0,0
APP008390,2023-01,35,5.7,,6600.0,48,13.45,0.2085,,4,0,own,debt_consolidation,contract,south,digital,False,0,0
APP008391,2022-05,26,3.4,44700.0,10100.0,36,14.18,0.1313,699.0,5,0,own,debt_consolidation,salaried,south,broker,False,0,0
APP008392,2024-02,48,,27900.0,1900.0,36,13.96,0.1534,681.0,4,0,rent,debt_consolidation,self_employed,midwest,broker,False,0,0
APP008393,2024-08,45,2.8,35900.0,14700.0,36,16.17,0.1759,636.0,4,0,rent,major_purchase,salaried,south,digital,False,0,0
APP008394,2023-09,45,4.5,,19900.0,36,15.11,0.4967,651.0,5,0,mortgage,auto,salaried,northeast,digital,False,0,0
APP008395,2024-10,47,19.7,73700.0,51900.0,60,15.6,0.2493,640.0,6,0,mortgage,debt_consolidation,salaried,midwest,branch,False,0,0
APP008396,2023-07,38,2.2,13400.0,3900.0,36,14.46,0.3537,632.0,4,0,rent,medical,unemployed,south,digital,False,0,0
APP008397,2024-08,36,1.1,13000.0,12400.0,60,15.97,0.4313,648.0,4,0,rent,major_purchase,unemployed,south,branch,False,0,0
APP008398,2023-09,68,9.6,39400.0,15800.0,24,14.39,0.4456,638.0,6,0,rent,auto,salaried,south,branch,False,0,0
APP008399,2022-01,27,1.2,11400.0,7000.0,24,18.06,0.668,559.0,4,0,rent,debt_consolidation,salaried,south,broker,False,0,0
APP008400,2023-03,43,10.5,18400.0,7400.0,36,13.83,0.2247,744.0,4,0,mortgage,debt_consolidation,retired,south,digital,True,0,0
APP008401,2024-01,40,10.1,49200.0,31900.0,36,16.67,0.4,,4,0,rent,major_purchase,salaried,northeast,branch,False,1,0
APP008402,2022-02,43,,30900.0,21700.0,24,16.53,0.4646,548.0,6,0,mortgage,home_improvement,self_employed,south,branch,False,1,1
APP008403,2023-08,40,,29800.0,7800.0,36,17.18,0.3388,,10,0,mortgage,major_purchase,self_employed,south,digital,False,0,0
APP008404,2023-10,51,,56500.0,15600.0,24,13.42,0.2351,744.0,9,1,rent,home_improvement,self_employed,midwest,digital,True,0,0
APP008405,2024-12,27,3.3,18400.0,3400.0,36,18.15,0.4752,593.0,6,0,mortgage,small_business,self_employed,south,digital,False,1,1
APP008406,2024-10,57,11.6,42200.0,5900.0,36,13.91,0.2331,694.0,3,0,mortgage,debt_consolidation,salaried,south,digital,True,0,0
APP008407,2022-11,42,2.2,22100.0,11200.0,12,15.42,0.6371,686.0,4,0,rent,debt_consolidation,salaried,south,broker,True,0,0
APP008408,2024-02,24,5.4,17400.0,1000.0,60,13.29,0.0607,736.0,4,0,mortgage,debt_consolidation,salaried,south,digital,False,0,0
APP008409,2024-12,26,4.4,25500.0,14300.0,36,15.94,0.4757,,2,0,mortgage,home_improvement,salaried,south,digital,False,0,0
APP008410,2023-10,32,3.2,15000.0,13900.0,60,18.0,0.4558,,4,0,rent,home_improvement,contract,south,branch,False,0,0
APP008411,2022-10,38,9.1,62500.0,47000.0,36,16.25,0.5091,606.0,6,0,own,major_purchase,salaried,west,partner,False,0,0
APP008412,2022-01,40,13.3,37000.0,14500.0,36,13.97,0.2954,690.0,6,0,mortgage,debt_consolidation,salaried,midwest,broker,True,0,0
APP008413,2024-05,32,0.5,29000.0,9500.0,12,15.24,0.4338,674.0,4,0,mortgage,debt_consolidation,salaried,midwest,branch,True,0,0
APP008414,2023-06,27,1.3,12800.0,4500.0,36,15.56,0.2806,,6,0,rent,major_purchase,salaried,south,digital,True,0,0
APP008415,2024-03,54,11.7,46500.0,22900.0,24,15.78,0.628,642.0,4,0,mortgage,small_business,retired,south,broker,False,0,0
APP008416,2022-02,32,,24400.0,10000.0,60,15.06,0.2333,696.0,8,0,own,auto,self_employed,midwest,branch,False,0,0
APP008417,2023-01,21,8.7,8000.0,5300.0,24,15.41,0.6558,627.0,4,0,rent,debt_consolidation,unemployed,midwest,digital,True,1,1
APP008418,2024-10,50,12.0,17100.0,8500.0,60,15.57,0.2261,589.0,7,0,mortgage,medical,self_employed,northeast,digital,False,0,0
APP008419,2024-10,28,2.0,14600.0,7800.0,48,15.36,0.2055,664.0,6,0,rent,other,contract,south,broker,True,0,0
APP008420,2024-04,25,1.2,53600.0,22900.0,60,15.09,0.2763,659.0,6,0,rent,small_business,salaried,west,branch,True,0,0
APP008421,2022-11,26,0.8,24300.0,8000.0,36,13.24,0.2634,640.0,3,0,own,auto,salaried,south,digital,False,0,0
APP008422,2022-12,19,1.5,7300.0,5300.0,24,17.24,0.5291,557.0,3,0,mortgage,debt_consolidation,contract,west,branch,False,1,1
APP008423,2024-10,41,5.8,,11700.0,36,14.45,0.2721,644.0,6,0,rent,home_improvement,contract,northeast,digital,False,0,0
APP008424,2023-07,42,5.1,38300.0,7200.0,36,14.28,0.1692,652.0,3,0,rent,debt_consolidation,salaried,south,digital,False,0,0
