policy_id,exposure,driver_age,vehicle_age,vehicle_power,bonus_malus,annual_mileage,area,fuel,coverage,claim_count,claim_cost
POL011190,0.768,64,10.9,102.0,102,12400.0,urban,petrol,comprehensive,0,0.0
POL011191,0.817,68,5.1,158.0,57,11300.0,suburban,diesel,comprehensive,0,0.0
POL011192,0.766,59,5.6,103.0,75,10600.0,suburban,diesel,comprehensive,0,0.0
POL011193,0.745,52,8.9,156.0,105,9900.0,rural,diesel,third_party,0,0.0
POL011194,0.95,72,21.0,111.0,82,18400.0,suburban,diesel,third_party,0,0.0
POL011195,0.609,39,9.4,159.0,92,6900.0,rural,electric,comprehensive,0,0.0
POL011196,0.886,89,4.1,93.0,142,5100.0,urban,diesel,third_party,0,0.0
POL011197,0.847,66,16.8,152.0,164,15100.0,urban,diesel,comprehensive,0,0.0
POL011198,0.3,46,5.5,100.0,82,8700.0,suburban,diesel,third_party,0,0.0
POL011199,0.912,51,2.7,181.0,78,16300.0,urban,petrol,comprehensive,1,3521.11
POL011200,0.823,53,6.4,170.0,66,2900.0,urban,diesel,comprehensive,0,0.0
POL011201,0.626,52,11.9,51.0,150,10700.0,rural,hybrid,third_party,0,0.0
POL011202,0.734,81,7.5,157.0,87,5500.0,urban,diesel,third_party,0,0.0
POL011203,0.953,73,8.4,85.0,76,12700.0,urban,petrol,comprehensive,0,0.0
POL011204,0.75,32,10.4,125.0,92,19800.0,suburban,petrol,comprehensive,1,720.64
POL011205,0.814,92,4.8,163.0,88,13800.0,rural,petrol,comprehensive,0,0.0
POL011206,0.715,55,20.0,171.0,94,13400.0,suburban,diesel,comprehensive,0,0.0
POL011207,0.676,49,3.2,83.0,103,7800.0,rural,diesel,third_party,0,0.0
POL011208,0.789,48,3.0,115.0,117,9100.0,rural,diesel,comprehensive,0,0.0
POL011209,0.886,69,7.1,80.0,187,10000.0,suburban,diesel,third_party,0,0.0
POL011210,0.586,46,6.5,143.0,105,15600.0,suburban,hybrid,comprehensive,0,0.0
POL011211,0.867,86,1.8,74.0,78,13300.0,suburban,petrol,comprehensive,0,0.0
POL011212,0.672,83,4.6,92.0,100,12500.0,suburban,petrol,third_party,0,0.0
POL011213,0.701,63,2.6,86.0,143,14800.0,rural,diesel,comprehensive,0,0.0
POL011214,0.707,38,9.0,124.0,68,5500.0,urban,diesel,comprehensive,0,0.0
POL011215,0.667,91,4.1,166.0,58,6700.0,suburban,diesel,comprehensive,1,1122.84
POL011216,0.545,83,2.5,92.0,105,6400.0,urban,petrol,third_party,1,1047.76
POL011217,0.304,53,5.0,50.0,114,8500.0,rural,petrol,comprehensive,0,0.0
POL011218,0.553,40,3.1,128.0,80,16800.0,rural,petrol,comprehensive,0,0.0
POL011219,0.443,61,1.8,140.0,90,14100.0,urban,petrol,comprehensive,0,0.0
POL011220,0.687,54,7.1,118.0,143,6800.0,suburban,diesel,third_party,0,0.0
POL011221,0.933,92,2.6,95.0,127,6800.0,suburban,hybrid,third_party,0,0.0
POL011222,0.886,57,7.0,92.0,99,7100.0,suburban,petrol,comprehensive,0,0.0
POL011223,0.836,78,3.3,144.0,61,17800.0,rural,petrol,third_party,0,0.0
POL011224,0.79,48,5.5,113.0,63,5600.0,rural,petrol,third_party,0,0.0
POL011225,0.862,63,6.8,173.0,145,15100.0,suburban,petrol,comprehensive,0,0.0
POL011226,0.759,44,4.7,89.0,95,9200.0,urban,petrol,comprehensive,0,0.0
POL011227,0.651,40,5.2,116.0,88,19300.0,urban,petrol,comprehensive,0,0.0
POL011228,0.857,73,8.2,104.0,104,12400.0,suburban,petrol,comprehensive,0,0.0
POL011229,0.748,48,12.0,130.0,98,7900.0,suburban,diesel,third_party,0,0.0
POL011230,0.56,57,11.8,116.0,128,6400.0,urban,hybrid,third_party,0,0.0
POL011231,0.599,42,4.0,140.0,107,14100.0,urban,petrol,comprehensive,0,0.0
POL011232,0.954,47,8.3,72.0,148,16400.0,urban,petrol,comprehensive,0,0.0
POL011233,0.615,46,2.3,167.0,115,20600.0,suburban,petrol,third_party,0,0.0
POL011234,0.836,71,5.7,131.0,112,18900.0,urban,petrol,comprehensive,0,0.0
POL011235,0.851,41,4.2,45.0,60,9200.0,suburban,diesel,third_party,0,0.0
POL011236,0.898,39,9.1,87.0,101,14200.0,rural,diesel,third_party,0,0.0
POL011237,0.741,63,5.4,102.0,75,5000.0,urban,petrol,third_party,0,0.0
POL011238,0.795,56,7.4,97.0,86,15800.0,urban,electric,comprehensive,0,0.0
POL011239,0.754,56,3.7,124.0,94,12600.0,urban,petrol,comprehensive,1,805.35
POL011240,0.581,65,7.7,99.0,117,8200.0,rural,diesel,comprehensive,0,0.0
POL011241,0.796,53,1.8,104.0,155,18000.0,urban,petrol,third_party,1,310.84
POL011242,0.854,70,2.5,93.0,66,16100.0,suburban,diesel,comprehensive,0,0.0
POL011243,0.907,63,6.1,108.0,120,6000.0,suburban,electric,third_party,0,0.0
POL011244,0.835,44,2.5,96.0,69,17400.0,suburban,diesel,comprehensive,0,0.0
POL011245,0.584,66,15.3,83.0,123,20000.0,rural,petrol,comprehensive,0,0.0
POL011246,0.733,58,3.9,129.0,68,6200.0,urban,diesel,third_party,0,0.0
POL011247,0.547,40,3.0,62.0,94,9200.0,urban,diesel,comprehensive,0,0.0
POL011248,0.725,66,5.5,110.0,134,19200.0,urban,petrol,comprehensive,0,0.0
POL011249,0.919,41,8.8,125.0,219,8200.0,urban,hybrid,third_party,1,445.28
POL011250,0.581,43,4.5,139.0,93,25400.0,urban,hybrid,third_party,0,0.0
POL011251,0.632,57,5.8,109.0,78,12500.0,suburban,petrol,third_party,0,0.0
POL011252,0.695,69,2.8,124.0,92,10000.0,rural,petrol,comprehensive,0,0.0
POL011253,0.578,63,3.6,83.0,71,9100.0,suburban,petrol,comprehensive,0,0.0
POL011254,0.927,59,10.2,106.0,95,1800.0,suburban,hybrid,third_party,0,0.0
POL011255,0.915,39,4.3,124.0,144,18300.0,suburban,diesel,comprehensive,1,232.77
POL011256,0.945,75,3.0,163.0,135,18800.0,suburban,diesel,comprehensive,0,0.0
POL011257,0.799,37,5.5,143.0,83,19600.0,suburban,petrol,comprehensive,0,0.0
POL011258,0.727,38,14.0,111.0,93,9700.0,suburban,diesel,third_party,0,0.0
POL011259,0.965,46,19.4,195.0,142,18800.0,suburban,diesel,comprehensive,0,0.0
POL011260,0.839,41,2.6,90.0,79,12200.0,urban,petrol,comprehensive,0,0.0
POL011261,0.83,57,5.3,119.0,97,9300.0,suburban,diesel,third_party,0,0.0
POL011262,0.802,60,1.6,187.0,139,4700.0,urban,petrol,comprehensive,0,0.0
POL011263,0.932,50,10.7,148.0,111,12400.0,suburban,diesel,comprehensive,0,0.0
POL011264,0.609,43,6.1,111.0,97,11500.0,urban,hybrid,comprehensive,0,0.0
POL011265,0.813,58,3.5,95.0,80,11500.0,urban,petrol,third_party,0,0.0
POL011266,0.817,76,1.5,141.0,69,11000.0,rural,diesel,third_party,0,0.0
POL011267,0.59,50,7.6,130.0,114,16800.0,urban,petrol,third_party,0,0.0
POL011268,0.829,58,4.6,165.0,81,6200.0,urban,diesel,comprehensive,0,0.0
POL011269,0.748,53,4.2,125.0,68,17800.0,suburban,petrol,third_party,0,0.0
POL011270,0.886,66,1.6,109.0,98,9200.0,urban,electric,third_party,0,0.0
POL011271,0.648,49,1.8,127.0,202,10400.0,rural,diesel,comprehensive,0,0.0
POL011272,0.796,61,3.9,123.0,81,10700.0,urban,petrol,comprehensive,1,3114.22
POL011273,0.702,69,4.5,90.0,69,15100.0,urban,diesel,comprehensive,0,0.0
POL011274,0.549,85,4.2,130.0,75,14200.0,rural,diesel,comprehensive,0,0.0
POL011275,0.543,65,5.7,121.0,89,13200.0,urban,hybrid,comprehensive,0,0.0
POL011276,0.773,75,2.4,106.0,94,13800.0,urban,petrol,third_party,0,0.0
POL011277,0.951,73,4.8,136.0,108,10100.0,suburban,diesel,comprehensive,0,0.0
POL011278,0.638,61,4.5,106.0,67,15700.0,urban,diesel,comprehensive,0,0.0
POL011279,0.748,40,14.9,127.0,95,17900.0,urban,petrol,comprehensive,0,0.0
POL011280,0.703,54,1.7,141.0,104,9300.0,rural,petrol,comprehensive,0,0.0
POL011281,0.951,50,2.4,108.0,152,7900.0,suburban,petrol,third_party,0,0.0
POL011282,0.76,41,7.4,144.0,99,14500.0,urban,petrol,comprehensive,0,0.0
POL011283,0.698,70,3.1,117.0,127,19800.0,urban,diesel,comprehensive,1,1790.27
POL011284,0.391,46,5.5,54.0,141,3900.0,urban,petrol,comprehensive,0,0.0
POL011285,0.592,92,9.4,167.0,94,16600.0,urban,diesel,comprehensive,0,0.0
POL011286,0.905,71,7.5,148.0,142,1000.0,urban,petrol,comprehensive,1,872.56
POL011287,0.824,48,8.5,121.0,125,16100.0,urban,petrol,third_party,0,0.0
POL011288,0.835,66,7.5,123.0,99,18500.0,urban,diesel,third_party,0,0.0
POL011289,0.616,37,11.8,91.0,116,15900.0,suburban,diesel,comprehensive,0,0.0
POL011290,0.771,58,4.7,137.0,120,7200.0,urban,hybrid,comprehensive,0,0.0
POL011291,0.775,68,16.5,87.0,77,19300.0,suburban,diesel,third_party,0,0.0
POL011292,0.671,74,9.7,115.0,89,12500.0,urban,petrol,comprehensive,0,0.0
POL011293,0.42,50,7.4,187.0,83,11500.0,suburban,diesel,third_party,0,0.0
POL011294,0.804,55,5.1,107.0,59,9400.0,suburban,petrol,comprehensive,0,0.0
POL011295,0.817,61,1.5,128.0,107,13800.0,suburban,petrol,comprehensive,0,0.0
POL011296,0.821,45,11.4,68.0,103,13700.0,suburban,petrol,comprehensive,0,0.0
POL011297,0.579,69,7.0,164.0,73,12200.0,suburban,petrol,third_party,0,0.0
POL011298,0.924,41,5.0,100.0,85,9400.0,urban,petrol,comprehensive,0,0.0
POL011299,0.736,43,2.0,120.0,87,6400.0,suburban,petrol,comprehensive,0,0.0
POL011300,0.629,63,8.9,147.0,74,12900.0,suburban,hybrid,third_party,0,0.0
POL011301,0.889,46,3.7,174.0,99,11000.0,urban,hybrid,comprehensive,0,0.0
POL011302,0.867,69,24.4,109.0,101,20400.0,suburban,diesel,comprehensive,1,3505.17
POL011303,0.697,47,5.3,135.0,70,23900.0,urban,petrol,third_party,1,896.17
POL011304,0.728,64,2.3,123.0,125,11300.0,suburban,diesel,third_party,0,0.0
POL011305,0.808,59,7.6,83.0,156,19400.0,suburban,petrol,comprehensive,0,0.0
POL011306,0.646,57,5.8,122.0,92,17200.0,suburban,petrol,comprehensive,0,0.0
POL011307,0.758,61,3.0,126.0,63,19000.0,urban,hybrid,comprehensive,0,0.0
POL011308,0.803,56,1.0,136.0,86,14700.0,suburban,hybrid,comprehensive,0,0.0
POL011309,0.722,85,5.7,136.0,127,16300.0,rural,diesel,third_party,0,0.0
POL011310,0.898,38,1.2,97.0,98,14600.0,rural,diesel,comprehensive,0,0.0
POL011311,0.803,52,14.0,165.0,105,11200.0,suburban,hybrid,comprehensive,0,0.0
POL011312,0.832,92,5.1,155.0,76,21100.0,urban,diesel,third_party,0,0.0
POL011313,0.76,77,3.0,120.0,82,19200.0,urban,diesel,third_party,0,0.0
POL011314,0.952,56,12.1,134.0,147,12100.0,urban,diesel,third_party,1,1902.99
POL011315,0.947,44,6.3,88.0,66,10400.0,urban,hybrid,comprehensive,0,0.0
POL011316,0.555,70,8.3,71.0,111,11600.0,urban,diesel,third_party,0,0.0
POL011317,0.762,51,0.2,155.0,94,5800.0,rural,petrol,third_party,0,0.0
POL011318,0.262,42,2.0,98.0,138,11600.0,urban,hybrid,comprehensive,0,0.0
POL011319,0.358,77,4.2,58.0,136,15200.0,urban,diesel,comprehensive,0,0.0
POL011320,0.734,92,10.7,133.0,156,20100.0,rural,hybrid,third_party,0,0.0
POL011321,0.728,38,8.8,128.0,230,17600.0,urban,diesel,comprehensive,0,0.0
POL011322,0.859,72,4.5,162.0,145,12000.0,urban,hybrid,comprehensive,0,0.0
POL011323,0.885,76,7.9,149.0,83,16700.0,suburban,diesel,comprehensive,0,0.0
POL011324,0.906,52,6.5,127.0,99,14600.0,rural,diesel,comprehensive,0,0.0
POL011325,0.851,49,2.8,81.0,100,18800.0,urban,electric,comprehensive,1,1047.02
POL011326,0.786,69,1.4,77.0,125,23500.0,urban,electric,third_party,0,0.0
POL011327,0.654,62,3.6,45.0,139,15700.0,suburban,petrol,comprehensive,0,0.0
POL011328,0.663,46,8.3,130.0,215,6500.0,rural,petrol,comprehensive,0,0.0
POL011329,0.722,68,9.6,121.0,87,15800.0,urban,hybrid,third_party,0,0.0
POL011330,0.882,79,3.0,106.0,96,16500.0,urban,petrol,third_party,1,1715.99
POL011331,0.651,83,2.8,113.0,82,8900.0,suburban,diesel,comprehensive,0,0.0
POL011332,0.557,61,6.7,141.0,79,12100.0,suburban,hybrid,third_party,1,260.83
POL011333,0.576,48,4.6,71.0,131,13300.0,suburban,petrol,third_party,0,0.0
POL011334,0.532,51,17.8,93.0,153,13300.0,urban,electric,comprehensive,0,0.0
POL011335,0.612,37,6.5,57.0,75,14100.0,suburban,petrol,comprehensive,0,0.0
POL011336,0.509,66,6.6,122.0,112,10200.0,suburban,diesel,comprehensive,0,0.0
POL011337,0.84,84,4.8,91.0,159,15300.0,suburban,electric,third_party,1,1137.65
POL011338,0.276,44,4.4,114.0,128,17500.0,suburban,hybrid,comprehensive,0,0.0
POL011339,0.784,60,1.7,105.0,134,8800.0,suburban,diesel,third_party,0,0.0
POL011340,0.721,86,5.0,189.0,73,7800.0,urban,petrol,comprehensive,0,0.0
POL011341,0.369,41,14.0,144.0,158,13300.0,rural,diesel,comprehensive,0,0.0
POL011342,0.69,58,6.5,144.0,54,16100.0,urban,diesel,third_party,0,0.0
POL011343,0.905,69,4.0,84.0,87,10400.0,rural,diesel,comprehensive,0,0.0
POL011344,0.833,65,10.6,180.0,142,13100.0,suburban,hybrid,comprehensive,0,0.0
POL011345,0.637,43,17.9,96.0,120,18600.0,suburban,petrol,third_party,0,0.0
POL011346,0.674,77,9.2,103.0,54,18600.0,suburban,petrol,comprehensive,0,0.0
POL011347,0.785,49,9.5,132.0,163,9800.0,urban,petrol,third_party,0,0.0
POL011348,0.873,45,3.1,123.0,89,13400.0,suburban,diesel,comprehensive,0,0.0
POL011349,0.802,62,10.8,97.0,76,8200.0,urban,hybrid,comprehensive,0,0.0
POL011350,0.803,57,19.7,156.0,76,12400.0,rural,diesel,comprehensive,0,0.0
POL011351,0.859,47,10.6,79.0,90,10900.0,suburban,diesel,third_party,0,0.0
POL011352,0.386,67,3.4,122.0,67,7400.0,rural,diesel,third_party,0,0.0
POL011353,0.654,46,6.9,137.0,67,9800.0,urban,petrol,comprehensive,0,0.0
POL011354,0.819,50,8.1,91.0,188,12300.0,urban,hybrid,comprehensive,0,0.0
POL011355,0.48,46,4.5,99.0,75,14100.0,suburban,petrol,third_party,0,0.0
POL011356,0.872,44,6.0,123.0,159,9600.0,rural,diesel,comprehensive,0,0.0
POL011357,0.622,50,8.6,155.0,100,15700.0,urban,petrol,comprehensive,0,0.0
POL011358,0.525,81,17.9,159.0,131,8600.0,urban,diesel,comprehensive,0,0.0
POL011359,0.481,66,4.7,128.0,134,17900.0,suburban,petrol,comprehensive,0,0.0
POL011360,0.596,43,0.3,80.0,63,13000.0,urban,diesel,third_party,0,0.0
POL011361,0.747,92,4.0,124.0,87,12600.0,urban,petrol,third_party,0,0.0
POL011362,0.817,44,12.5,76.0,106,6900.0,suburban,diesel,comprehensive,0,0.0
POL011363,0.919,71,9.9,130.0,73,12700.0,urban,hybrid,comprehensive,0,0.0
POL011364,0.808,57,9.2,142.0,84,13100.0,urban,diesel,comprehensive,0,0.0
POL011365,0.503,35,7.0,138.0,107,28000.0,suburban,petrol,comprehensive,0,0.0
POL011366,0.584,66,18.3,111.0,67,10800.0,rural,hybrid,comprehensive,0,0.0
POL011367,0.899,58,16.9,125.0,79,12200.0,rural,diesel,third_party,0,0.0
POL011368,0.673,45,2.5,151.0,190,10800.0,suburban,petrol,third_party,0,0.0
POL011369,0.934,58,15.0,107.0,115,18900.0,suburban,diesel,comprehensive,1,1775.6
POL011370,0.712,50,1.1,99.0,89,11600.0,urban,diesel,third_party,0,0.0
POL011371,0.97,41,8.5,154.0,89,15900.0,suburban,hybrid,third_party,1,661.12
POL011372,0.832,47,2.9,68.0,125,8500.0,suburban,diesel,third_party,0,0.0
POL011373,0.436,59,2.6,129.0,95,8600.0,urban,diesel,comprehensive,0,0.0
POL011374,0.674,48,6.3,158.0,100,21300.0,suburban,petrol,comprehensive,0,0.0
POL011375,0.661,42,7.1,89.0,135,8600.0,suburban,diesel,comprehensive,1,340.04
POL011376,0.902,54,3.8,117.0,134,10300.0,urban,hybrid,comprehensive,0,0.0
POL011377,0.679,81,6.3,127.0,85,9500.0,urban,petrol,comprehensive,2,9465.57
POL011378,0.8,50,16.1,147.0,87,17800.0,urban,petrol,comprehensive,0,0.0
POL011379,0.587,80,10.9,126.0,120,12600.0,suburban,petrol,comprehensive,1,171.22
POL011380,0.717,46,1.4,115.0,104,13400.0,urban,diesel,comprehensive,0,0.0
POL011381,0.423,72,9.8,119.0,86,22000.0,urban,petrol,comprehensive,0,0.0
POL011382,0.665,38,8.3,127.0,116,2000.0,urban,diesel,third_party,0,0.0
POL011383,0.508,44,7.7,123.0,112,8900.0,rural,petrol,third_party,0,0.0
POL011384,0.752,59,10.6,203.0,81,9800.0,urban,diesel,third_party,1,1567.77
POL011385,0.844,72,9.8,108.0,81,17100.0,suburban,diesel,comprehensive,0,0.0
POL011386,0.92,33,2.1,78.0,106,5800.0,suburban,petrol,third_party,0,0.0
POL011387,0.608,67,7.2,135.0,76,14400.0,rural,petrol,comprehensive,0,0.0
POL011388,0.814,43,10.7,120.0,135,18600.0,urban,hybrid,third_party,1,681.9
POL011389,0.899,70,2.7,92.0,78,15000.0,suburban,petrol,comprehensive,0,0.0
POL011390,0.616,66,2.9,83.0,122,17200.0,suburban,petrol,third_party,0,0.0
POL011391,0.911,53,3.2,132.0,137,12000.0,suburban,electric,comprehensive,1,2260.63
POL011392,0.475,78,5.3,167.0,101,10000.0,urban,electric,comprehensive,0,0.0
POL011393,0.574,38,13.3,60.0,75,9600.0,suburban,petrol,third_party,0,0.0
POL011394,0.822,57,1.8,164.0,106,13700.0,suburban,hybrid,comprehensive,0,0.0
POL011395,0.659,92,1.8,98.0,83,8400.0,rural,diesel,comprehensive,0,0.0
POL011396,0.808,52,3.4,111.0,143,16400.0,rural,hybrid,third_party,0,0.0
POL011397,0.664,65,5.1,130.0,137,8500.0,suburban,diesel,comprehensive,0,0.0
POL011398,0.953,48,2.7,81.0,87,14800.0,urban,petrol,third_party,0,0.0
POL011399,0.876,36,1.1,110.0,72,15500.0,suburban,diesel,comprehensive,0,0.0
POL011400,0.548,48,1.6,133.0,122,6700.0,urban,petrol,third_party,0,0.0
POL011401,0.835,63,7.1,85.0,125,5800.0,urban,petrol,comprehensive,0,0.0
POL011402,0.952,46,12.3,86.0,140,10000.0,rural,petrol,third_party,0,0.0
POL011403,0.907,53,5.1,100.0,105,15400.0,suburban,petrol,third_party,0,0.0
POL011404,0.882,36,6.8,145.0,124,14600.0,suburban,diesel,comprehensive,0,0.0
POL011405,0.615,92,1.3,139.0,105,20500.0,rural,hybrid,comprehensive,0,0.0
POL011406,0.834,56,9.6,187.0,100,4400.0,rural,petrol,comprehensive,0,0.0
POL011407,0.773,63,5.1,120.0,109,11800.0,urban,petrol,third_party,0,0.0
POL011408,0.923,56,5.9,123.0,177,14500.0,suburban,petrol,third_party,0,0.0
POL011409,0.742,53,1.7,98.0,75,15200.0,urban,hybrid,comprehensive,0,0.0
POL011410,0.845,48,4.6,150.0,187,14000.0,rural,hybrid,third_party,1,911.59
POL011411,0.947,41,2.9,123.0,95,9800.0,suburban,petrol,comprehensive,0,0.0
POL011412,0.643,68,0.5,45.0,96,18000.0,rural,petrol,comprehensive,0,0.0
POL011413,0.796,48,7.3,109.0,83,15700.0,suburban,diesel,comprehensive,0,0.0
POL011414,0.408,56,8.0,142.0,92,20400.0,suburban,petrol,comprehensive,0,0.0
POL011415,0.557,58,8.7,116.0,85,15600.0,urban,petrol,comprehensive,0,0.0
POL011416,0.405,50,1.8,107.0,74,5300.0,suburban,petrol,comprehensive,0,0.0
POL011417,0.33,63,10.0,126.0,72,23000.0,suburban,diesel,comprehensive,0,0.0
POL011418,0.887,71,2.3,144.0,101,16000.0,rural,petrol,comprehensive,0,0.0
POL011419,0.573,44,1.4,90.0,66,19200.0,rural,petrol,comprehensive,0,0.0
POL011420,0.572,64,3.6,103.0,122,8700.0,urban,petrol,comprehensive,1,741.19
POL011421,0.633,45,1.1,141.0,71,9100.0,suburban,diesel,comprehensive,0,0.0
POL011422,0.643,54,9.0,47.0,105,7500.0,suburban,diesel,comprehensive,0,0.0
POL011423,0.889,51,2.9,101.0,86,15400.0,suburban,petrol,third_party,1,1221.34
POL011424,0.574,64,8.9,77.0,65,14000.0,urban,petrol,comprehensive,0,0.0
POL011425,0.833,36,8.7,113.0,109,4200.0,suburban,petrol,comprehensive,0,0.0
POL011426,0.849,67,5.6,103.0,136,8100.0,suburban,diesel,comprehensive,0,0.0
POL011427,0.733,57,6.9,138.0,149,6000.0,urban,hybrid,comprehensive,0,0.0
POL011428,0.402,48,2.7,177.0,118,12000.0,urban,diesel,third_party,0,0.0
POL011429,0.718,56,6.4,173.0,172,14700.0,suburban,hybrid,comprehensive,1,1045.92
POL011430,0.789,32,6.6,144.0,122,15800.0,rural,diesel,third_party,1,2304.54
POL011431,0.782,50,5.6,123.0,178,9100.0,suburban,petrol,comprehensive,0,0.0
POL011432,0.968,35,2.7,105.0,95,6800.0,urban,diesel,comprehensive,0,0.0
POL011433,0.407,43,15.6,117.0,124,17900.0,urban,electric,third_party,0,0.0
POL011434,0.594,60,7.2,165.0,91,11800.0,urban,hybrid,comprehensive,0,0.0
POL011435,0.445,68,3.4,167.0,86,11000.0,urban,electric,third_party,0,0.0
POL011436,0.863,57,1.7,74.0,93,5900.0,urban,diesel,comprehensive,0,0.0
POL011437,0.796,51,8.0,62.0,91,16700.0,suburban,diesel,comprehensive,0,0.0
POL011438,0.833,60,2.2,76.0,80,6000.0,urban,petrol,comprehensive,0,0.0
POL011439,0.926,61,8.2,98.0,163,7300.0,suburban,diesel,third_party,1,648.97
POL011440,0.341,35,5.1,126.0,124,7700.0,suburban,diesel,third_party,0,0.0
POL011441,0.517,71,4.7,127.0,80,13800.0,urban,hybrid,comprehensive,0,0.0
POL011442,0.87,67,9.7,113.0,96,15600.0,suburban,petrol,comprehensive,0,0.0
POL011443,0.509,51,1.8,150.0,107,6400.0,suburban,petrol,third_party,0,0.0
POL011444,0.766,57,3.0,63.0,125,14600.0,urban,petrol,comprehensive,0,0.0
POL011445,0.854,41,3.0,124.0,126,21800.0,rural,hybrid,third_party,0,0.0
POL011446,0.936,37,9.8,129.0,71,9100.0,rural,diesel,third_party,0,0.0
POL011447,0.797,69,7.8,45.0,147,16300.0,rural,petrol,comprehensive,0,0.0
POL011448,0.494,58,12.3,104.0,89,20100.0,urban,diesel,comprehensive,0,0.0
POL011449,0.791,60,2.9,106.0,78,12200.0,suburban,hybrid,comprehensive,0,0.0
POL011450,0.801,64,3.4,89.0,53,23300.0,suburban,diesel,comprehensive,0,0.0
POL011451,0.797,58,3.0,119.0,97,6400.0,rural,petrol,comprehensive,0,0.0
POL011452,0.727,35,3.0,117.0,85,13000.0,urban,petrol,comprehensive,0,0.0
POL011453,0.921,59,15.0,99.0,152,13600.0,rural,hybrid,comprehensive,0,0.0
POL011454,0.385,43,10.1,131.0,55,14700.0,rural,petrol,third_party,0,0.0
POL011455,0.515,77,7.9,137.0,195,8300.0,urban,diesel,third_party,0,0.0
POL011456,0.92,68,6.4,136.0,102,9200.0,urban,diesel,comprehensive,0,0.0
POL011457,0.472,62,13.3,111.0,70,13700.0,suburban,petrol,comprehensive,0,0.0
POL011458,0.631,49,3.0,130.0,63,11100.0,urban,petrol,comprehensive,0,0.0
POL011459,0.685,44,4.0,62.0,84,1700.0,urban,hybrid,third_party,0,0.0
POL011460,0.614,45,6.8,114.0,156,13700.0,urban,hybrid,third_party,0,0.0
POL011461,0.66,31,0.7,105.0,133,14400.0,rural,petrol,comprehensive,0,0.0
POL011462,0.851,49,5.8,92.0,106,17600.0,suburban,hybrid,comprehensive,0,0.0
POL011463,0.889,66,3.4,110.0,174,6200.0,urban,diesel,comprehensive,1,3464.43
POL011464,0.701,49,0.9,172.0,183,13500.0,suburban,diesel,third_party,0,0.0
POL011465,0.787,62,7.2,113.0,126,13300.0,suburban,petrol,comprehensive,0,0.0
POL011466,0.851,35,9.4,128.0,74,10700.0,suburban,petrol,third_party,0,0.0
POL011467,0.83,43,6.5,121.0,167,15200.0,suburban,petrol,comprehensive,0,0.0
POL011468,0.365,40,12.9,118.0,85,8200.0,suburban,diesel,comprehensive,0,0.0
POL011469,0.33,47,4.6,95.0,127,8300.0,urban,hybrid,third_party,0,0.0
POL011470,0.818,54,2.2,136.0,123,12400.0,suburban,diesel,comprehensive,0,0.0
POL011471,0.784,39,3.9,143.0,109,15200.0,suburban,petrol,third_party,0,0.0
POL011472,0.734,72,5.2,105.0,85,21300.0,rural,petrol,third_party,0,0.0
POL011473,0.569,45,6.4,123.0,156,20700.0,rural,petrol,third_party,0,0.0
POL011474,0.685,41,0.3,133.0,82,8500.0,urban,petrol,comprehensive,0,0.0
POL011475,0.922,45,1.8,133.0,92,11000.0,urban,petrol,comprehensive,0,0.0
POL011476,0.684,69,4.5,129.0,69,25200.0,suburban,electric,third_party,0,0.0
POL011477,0.453,75,2.7,132.0,99,13200.0,suburban,diesel,comprehensive,0,0.0
POL011478,0.776,47,4.4,87.0,85,13800.0,rural,diesel,third_party,0,0.0
POL011479,0.826,53,1.3,135.0,89,13000.0,urban,petrol,third_party,0,0.0
POL011480,0.824,48,5.3,127.0,157,4700.0,urban,electric,comprehensive,1,457.95
POL011481,0.611,40,6.1,76.0,62,13200.0,suburban,petrol,comprehensive,0,0.0
POL011482,0.876,48,8.4,96.0,69,14200.0,urban,diesel,comprehensive,0,0.0
POL011483,0.935,92,7.2,158.0,95,1000.0,urban,diesel,comprehensive,0,0.0
POL011484,0.824,35,5.6,101.0,76,13900.0,suburban,electric,third_party,0,0.0
POL011485,0.296,80,14.3,45.0,75,12700.0,suburban,diesel,third_party,0,0.0
POL011486,0.896,46,12.6,177.0,132,13500.0,rural,petrol,third_party,0,0.0
POL011487,0.779,61,5.5,122.0,76,21200.0,suburban,electric,third_party,0,0.0
POL011488,0.529,45,1.9,113.0,144,17000.0,urban,petrol,comprehensive,0,0.0
POL011489,0.637,49,1.3,142.0,108,3200.0,rural,hybrid,comprehensive,0,0.0
POL011490,0.806,43,24.0,159.0,96,24400.0,suburban,hybrid,third_party,0,0.0
POL011491,0.878,92,7.1,107.0,172,17300.0,rural,petrol,third_party,0,0.0
POL011492,0.602,46,3.1,153.0,87,5800.0,urban,hybrid,comprehensive,0,0.0
POL011493,0.795,83,5.9,118.0,61,12400.0,suburban,diesel,third_party,0,0.0
POL011494,0.787,53,3.9,145.0,138,15200.0,suburban,petrol,comprehensive,1,250.48
POL011495,0.454,71,1.9,169.0,105,12000.0,suburban,electric,comprehensive,0,0.0
POL011496,0.862,53,4.3,59.0,83,6700.0,suburban,petrol,comprehensive,0,0.0
POL011497,0.65,49,0.8,92.0,97,10700.0,urban,diesel,comprehensive,0,0.0
POL011498,0.478,46,3.9,138.0,86,14900.0,suburban,petrol,comprehensive,0,0.0
POL011499,0.699,80,1.6,81.0,73,24000.0,suburban,hybrid,comprehensive,0,0.0
